url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.casertanews.it/cronaca/furto-auto-stazione-sessa-auruna-indagini-ladro-fuga.html,,"Auto rubate nel parcheggio della stazione : recuperata la seconda vettura , caccia al fuggiasco",20260315T150000Z,https://www.casertanews.it/~media/horizontal-hi/37017795895968/carabinieri-controlli-16.jpg,casertanews.it,Italian,Italy
https://indianexpress.com/article/cities/chandigarh/25-year-old-arrested-for-snatching-gold-earrings-from-elderly-woman-10583627/,https://indianexpress.com/article/cities/chandigarh/25-year-old-arrested-for-snatching-gold-earrings-from-elderly-woman-10583627/lite/,  Caught in the Chase : Son Nabs Snatcher in Manimajra as Chandigarh Police Report Spurt in Weekend Thefts,20260315T154500Z,https://images.indianexpress.com/2026/03/punjab-police-3-1.jpg,indianexpress.com,English,India
https://www.catanzaroinforma.it/cronaca/2026/03/15/le-famiglie-del-quartiere-cava-denunciano-una-crescente-insicurezza-dopo-diversi-episodi-di-furto/406475/,https://www.catanzaroinforma.it/cronaca/2026/03/15/le-famiglie-del-quartiere-cava-denunciano-una-crescente-insicurezza-dopo-diversi-episodi-di-furto/406475/amp/,Le famiglie del quartiere Cava denunciano una crescente insicurezza dopo diversi episodi di furto,20260315T153000Z,https://www.calabriainforma.it/photogallery_new/images/2026/03/generico-marzo-2026-359042.660x368.jpg,catanzaroinforma.it,Italian,Italy
https://yle.fi/a/74-20215357,,Varkaat jäivät nopeasti kiinni Oulussa ja Kajaanissa,20260315T141500Z,"https://images.cdn.yle.fi/image/upload/c_crop,x_0,y_0,w_3880,h_2183/w_1200,ar_1.91,c_fill/q_auto:eco,f_auto,fl_lossy/v1606119406/39-7416715fae56cc705c7",yle.fi,Finnish,Finland
https://www.lne.es/siero/2026/03/15/pp-reclama-seguridad-siero-necesita-127986586.html,https://www.lne.es/siero/2026/03/15/pp-reclama-seguridad-siero-necesita-127986586.amp.html,"El PP reclama más seguridad en Siero :  Se necesita mejorar la iluminación en caminos y pueblos , un refuerzo de los efectivos policiales y más vigilancia  ",20260315T144500Z,https://estaticos-cdn.prensaiberica.es/clip/4b284c9a-5b26-46a4-9bc0-cd1d647612e5_16-9-discover-aspect-ratio_default_0_x221y118.jpg,lne.es,Spanish,Spain
https://www.elancasti.com.ar/espectaculo/arrestaron-una-ex-gran-hermano-robo-n607907,,Arrestaron a una ex Gran Hermano por robo,20260315T154500Z,https://media.elancasti.com.ar/p/5cf17e49006d4bc431e3cb3206e97396/adjuntos/325/imagenes/000/409/0000409404/1200x675/smart/image.png,elancasti.com.ar,Spanish,Argentina
https://www.t13.cl/noticia/deportes13/nacional/robaron-auto-luego-450-cajas-cigarro-lo-se-sabe-encerrona-larrivey-jorquera-15-3-2026,,Robaron auto y cigarros : Qué se sabe de encerrona a futbolistas,20260315T153000Z,https://s.t13.cl/sites/default/files/styles/manualcrop_850x475/public/t13/field-imagen/2026-03/2.png.jpeg?itok=3gXvUlqg,t13.cl,Spanish,Chile
https://www.chattanoogan.com/2026/3/15/516062/Latest-Hamilton-County-Arrest-Report.aspx,,Latest Hamilton County Arrest Report - Chattanoogan . com,20260315T151500Z,,chattanoogan.com,English,United States
https://www.weser-kurier.de/landkreis-diepholz/stadt-syke/diebstahl-von-gasflaschen-in-syke-polizei-sucht-zeugen-doc84ziio711fortuaqd8a,,Diebstahl von Gasflaschen in Syke : Polizei sucht Zeugen,20260315T150000Z,"https://img.weser-kurier.de/image/02a3-20268bbe8151-a0271ef9427d-1000/1200,16-9,med,50,50/Landscapepolizei-symbolbild.webp",weser-kurier.de,German,Germany
https://www.lacuarta.com/chile/noticia/tres-futbolistas-sufrieron-una-encerrona-en-la-autopista-central-uno-de-ellos-iba-con-su-esposa-y-su-hijo-de-7-meses/,https://www.lacuarta.com/chile/noticia/tres-futbolistas-sufrieron-una-encerrona-en-la-autopista-central-uno-de-ellos-iba-con-su-esposa-y-su-hijo-de-7-meses/?outputType=base-amp-type,Tres futbolistas sufrieron una encerrona en la Autopista Central : uno de ellos iba con su esposa y su hijo de 7 meses,20260315T141500Z,https://www.lacuarta.com/resizer/v2/V7AITMSRGFABLOU4SFA3HZVNHY.png?auth=edf2b7664a9ed73a6b46ed6c8b056181ddae69871505a375f42e2c0d8db849f3&smart=true,lacuarta.com,Spanish,Chile
https://www.yeniakit.com.tr/haber/elektrik-diregine-cikan-hirsizin-ibretlik-sonu-1989243.html,https://m.yeniakit.com.tr/amp/haber/1989243/elektrik-diregine-cikan-hirsizin-ibretlik-sonu,Elektrik direğine çıkan hırsızın ibretlik sonu ! ,20260315T154500Z,"https://cdn.yeniakit.com.tr/cdn-cgi/image/format=webp,quality=85/images/news/625/elektrik-diregine-cikan-hirsizin-ibretlik-sonu-h1773587660-66587e.png",yeniakit.com.tr,Turkish,Turkey
https://www.iha.com.tr/bursa-haberleri/hirsizlik-icin-ciktigi-elektrik-diregi-sonu-oldu-393075707,,Hırsızlık için çıktığı elektrik direği sonu oldu İhlas Haber Ajansı,20260315T144500Z,https://cdn.iha.com.tr/Contents/26-03/15/yeni-proje-51-1773584278.jpg,iha.com.tr,Turkish,Turkey
https://www.bursadabugun.com/haber/bursa-de-feci-son-akima-kapilip-hayatini-kaybetti-1902059.html,https://m.bursadabugun.com/haber/amp-bursa-de-feci-son-akima-kapilip-hayatini-kaybetti-1902059.html,Bursade feci son ! Akıma kapılıp hayatını kaybetti,20260315T141500Z,https://images.bursadabugun.com/haber/2026/03/15/1902059-bursa-de-feci-son-akima-kapilip-hayatini-kaybetti-69b6b4348822e.webp,bursadabugun.com,Turkish,Turkey
https://www.tiempo.com.mx/nacional/cdmx-caen-cuatro-colombianos-atraco-joyeria-marzo-2026/,,CDMX : Caen cuatro colombianos tras atraco de joyería,20260315T150000Z,https://static.tiempo.com.mx/uploads/imagen/imagen/773794/principal_joyeria.jpg,tiempo.com.mx,Spanish,Mexico
https://www.zdnet.fr/guide-achat/comment-activer-la-protection-avancee-sur-android-16-et-pourquoi-le-faire-491856.htm,,Comment activer la protection avancée sur Android 16 et pourquoi ... ,20260315T153000Z,https://www.zdnet.fr/wp-content/uploads/zdnet/2026/03/android-advanced-protection_une.jpg,zdnet.fr,French,France
https://opinion.al/cmimi-i-naftes-dhe-balluku-berisha-i-pergjigjet-rames-te-protestojme/,,"Çmimi i naftës dhe Balluku , Berisha i përgjigjet Ramës : Të protestojmë",20260315T150000Z,https://opinion.al/wp-content/uploads/2026/03/IMG_6557.jpeg,opinion.al,Albanian,
https://www.bnkomi.ru/data/news/196312/,,"В Коми подросток обокрал родственника , чтобы купить машину",20260315T160000Z,https://www.bnkomi.ru/content/news/images/196312/BOB_7292.jpg,bnkomi.ru,Russian,Russia
https://telegrafi.com/nga-cmimi-i-naftes-te-balluku-berisha-i-pergjigjet-rames-dhe-fton-shqiptaret-ne-proteste/,https://telegrafi.com/amp/nga-cmimi-i-naftes-te-balluku-berisha-i-pergjigjet-rames-dhe-fton-shqiptaret-ne-proteste-2676152635,"Nga çmimi i naftës te Balluku , Berisha i përgjigjet Ramës dhe fton shqiptarët në protestë",20260315T141500Z,https://telegrafi.com/media-library/image.jpg?id=65256940&coordinates=0%2C56%2C0%2C57,telegrafi.com,Albanian,Kosovo
https://www.aol.com/finance/soon-ex-husband-opened-credit-140000753.html,,My soon to be ex - husband opened new credit cards in my name and maxed them out . How can I ensure he gets the debt in the divorce ? ,20260315T143000Z,https://s.yimg.com/ny/api/res/1.2/JnKT4b8FaiKtULjow2bR1g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NTk-/https://media.zenfs.com/en/aol_moneywise_380/638c13eeaaa777e9b94be7a04e0f0bf4,aol.com,English,United States
"https://www.portalspozywczy.pl/technologie/wiadomosci/system-kaucyjny-juz-przyciaga-oszustow-prawnik-to-moze-skonczyc-sie-wiezieniem,286237.html",,System kaucyjny już przyciąga oszustów . Prawnik : to może skończyć się więzieniem,20260315T144500Z,https://pliki.portalspozywczy.pl/i/19/62/78/196278_r2_940.jpg,portalspozywczy.pl,Polish,Poland
https://zaxid.net/u_dnipri_nevidomi_pid_chas_napadu_namagalis_vikrasti_suddyu_n1632602,https://zaxid.net/u_dnipri_nevidomi_pid_chas_napadu_namagalis_vikrasti_suddyu_n1632602/amp,Напад на суддю в Дніпрі 13 березня : стали відомі деталі,20260315T154500Z,https://zaxid.net/resources/photos/news/600x315_DIR/202603/1632602.jpg,zaxid.net,Ukrainian,Ukraine
https://ziare.com/prostituata/oradea-condamnata-zile-munca-folosul-comunitatii-primarie-2000372,https://m.ziare.com/amp/prostituata/oradea-condamnata-zile-munca-folosul-comunitatii-primarie-2000372,"O prostituată din Oradea , condamnată la 70 de zile de muncă în folosul comunității . Va presta activitatea la primărie",20260315T150000Z,https://s1.ziareromania.ro/?mmid=9d31556b05cb8a3bb5,ziare.com,Romanian,Romania
https://www.dailyjanakantha.com/bangladesh/news/914557,,বকশীগঞ্জে অটোভ্যান চুরি ও ছিনতাই বৃদ্ধির প্রতিবাদে মানববন্ধন,20260315T141500Z,,dailyjanakantha.com,Bengali,Bangladesh
https://www.triesteprima.it/cronaca/furto-palestra-john-reed.html,,Furto da 17mila euro alla John Reed : Rolex e Vuitton rubati da una cassetta di sicurezza,20260315T153000Z,https://www.triesteprima.it/~media/horizontal-hi/8913133771872/816c30c1-c733-4975-9742-40f9c89c194e.jpeg,triesteprima.it,Italian,Italy
https://lb.ua/society/2026/03/15/727410_dnipri_namagalisya_vikrasti.html,,Напад на суддю у Дніпрі : у неї важка травма голови,20260315T144500Z,https://i.lb.ua/048/07/69b6935be2399_200_130.jpeg,lb.ua,Ukrainian,Ukraine
https://www.novosti.rs/drustvo/vesti/1585946/srbija-udaru-olujnog-vetra-kise-hitno-oglasio-rhmz-ovim-delovima-zemlje-najkriticnije-foto,https://www.novosti.rs/amp/drustvo/vesti/1585946/srbija-udaru-olujnog-vetra-kise-hitno-oglasio-rhmz-ovim-delovima-zemlje-najkriticnije-foto,SRBIJA NA UDARU OLUJNOG VETRA I KIŠE Hitno se oglasio RHMZ : U ovim delovima zemlje najkritičnije ( FOTO ) ,20260315T144500Z,https://www.novosti.rs/data/images/2023-05-10/349655_kisa_f.jpg,novosti.rs,Serbian,Serbia
https://www.cp24.com/news/canada/2026/03/14/us-agents-arrest-canadian-crossing-gordie-howe-international-bridge/,,Gordie Howe Bridge : Canadian with criminal history arrested,20260315T150000Z,https://www.cp24.com/resizer/v2/FJDE4ULIONHJJH25LZRCZ4Y3RE.jpeg?smart=true&auth=90e4ab6598e69414c7b01c1e1acd0e821fed2a00845cc858dda38f6dceb1f5bf,cp24.com,English,Canada
https://www.parlamentnilisty.cz/politika/politici-volicum/Konecna-KSCM-Den-ktery-nebyl-jen-politickym-zvratem-na-mape-Evropy-788472,,"Konečná ( KSČM ): Den , který nebyl jen politickým zvratem na mapě Evropy | ParlamentniListy . cz – politika ze všech stran",20260315T154500Z,https://cms.parlamentnilisty.cz/image.ashx?&f=Konecna_638853450728891282.jpg&id=196031&watermark=1,parlamentnilisty.cz,Czech,Czech Republic
https://tnonline.uol.com.br/noticias/parana/homem-morre-em-confronto-com-a-pm-apos-roubo-de-carro-e-acidente-no-pr-1072937,https://tnonline.uol.com.br/amphtml/noticias/parana/homem-morre-em-confronto-com-a-pm-apos-roubo-de-carro-e-acidente-no-pr-1072937,Homem morre em confronto com a PM após roubo de carro e acidente no PR,20260315T154500Z,https://cdn.tnonline.com.br/img/Instant-Article/1070000/suspeito-roubou-carro-e-provocou-acidente-01072937-0-202603151223.jpg?xid=1678454,tnonline.uol.com.br,Portuguese,Brazil
https://ramadantime.dostor.org/5459268,,مواعيد عرض الحلقة 26 من مسلسل فن الحرب,20260315T144500Z,,ramadantime.dostor.org,Arabic,Egypt
https://timesofindia.indiatimes.com/city/aurangabad/forest-dept-enhances-vigil-in-nashik-sambhajinagar-amid-lpg-supply-delay/articleshow/129587758.cms,https://timesofindia.indiatimes.com/city/aurangabad/forest-dept-enhances-vigil-in-nashik-sambhajinagar-amid-lpg-supply-delay/amp_articleshow/129587758.cms,Lpg : Forest dept enhances vigil in Nashik & Sambhajinagar amid LPG supply delay | Chhatrapati Sambhajinagar News,20260315T150000Z,"https://static.toiimg.com/thumb/msid-129587758,width-1280,height-720,imgsize-185018,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",timesofindia.indiatimes.com,English,India
https://www.index.hr/vijesti/clanak/hrvat-koji-je-u-linzu-nozem-ubio-afganistanca-priznao-krivnju/2771402.aspx,https://www.index.hr/amp/vijesti/clanak/hrvat-koji-je-u-linzu-nozem-ubio-afganistanca-priznao-krivnju/2771402.aspx,Hrvat koji je u Linzu nožem ubio Afganistanca i drugog ranio priznao krivnju,20260315T150000Z,https://ip.index.hr/remote/bucket.index.hr/b/index/305fcbf2-3376-4b1d-817c-a3d5353c5fb6.png?fb_wtrmrk=vijesti.jpg&mode=crop&format=png,index.hr,Croatian,Croatia
https://www.larazon.es/castilla-y-leon/prision-robar-almacen-restaurante-salamanca-dejarse-alli-documentacion_2026031569b6c980d489bf782e1ad90f.html,https://www.larazon.es/castilla-y-leon/prision-robar-almacen-restaurante-salamanca-dejarse-alli-documentacion_2026031569b6c980d489bf782e1ad90f.html?outputType=amp,A prisión tras robar en el almacén de un restaurante de Salamanca y dejarse allí su documentación,20260315T154500Z,"https://fotografias-2.larazon.es/clipping/cmsimages02/2020/10/25/CE9F250D-04AB-4611-8BC1-F044B6F44A78/98.jpg?crop=3000,1688,x0,y156&optimize=low&format=webply",larazon.es,Spanish,Spain
https://dnevnik.hr/vijesti/svijet/detalji-strasnog-zlocina-u-austriji-otkriveno-zasto-je-hrvat-napao-afganistance---969148.html,https://dnevnik.hr/amp/vijesti/svijet/detalji-strasnog-zlocina-u-austriji-otkriveno-zasto-je-hrvat-napao-afganistance---969148.html,Detalji strašnog zločina u Austriji : Otkriveno zašto je Hrvat napao Afganistance i nožem ubio jednog,20260315T150000Z,https://image.dnevnik.hr/media/images/1920x1080/Mar2026/63271847-ilustracija.jpg,dnevnik.hr,Croatian,Croatia
https://www.nuevodiarioweb.com.ar/policiales/info-santiago-estero-el-ultimo-romantico-robo-mas-de-2-4-millones-y-lo-gasto-en-ropa-para-su-novia.htm,https://nuevodiarioweb.com.ar/amp/info-santiago-estero-el-ultimo-romantico-robo-mas-de-2-4-millones-y-lo-gasto-en-ropa-para-su-novia.htm,"  El último romántico : robó más de $2 , 4 millones y lo gastó en ropa para su novia",20260315T141500Z,https://nuevodiarioweb.com.ar/galeria/fotos/2026/03/15/m_1773580049.jpg,nuevodiarioweb.com.ar,Spanish,Argentina
https://www.kocaeligazetesi.com.tr/haber/27636369/hodri-meydan-bu-duzen-degisecek,https://www.kocaeligazetesi.com.tr/amp/haber/27636369/hodri-meydan-bu-duzen-degisecek,Hodri Meydan : Bu düzen değişecek,20260315T141500Z,https://static.daktilo.com/sites/77/uploads/2026/03/15/large/whatsapp-image-2026-03-15-at-155745-1.jpg,kocaeligazetesi.com.tr,Turkish,Turkey
https://hindi.business-standard.com/money/income-tax-rules-on-wife-sip-investment-clubbing-provisions-id-512113,https://hindi.business-standard.com/money/income-tax-rules-on-wife-sip-investment-clubbing-provisions-id-512113/amp,Income Tax and SIP : पत्नी के नाम पर कर रहे हैं SIP ? सावधान ! टैक्स बचाने का यह दांव आपको डाल सकता है मुश्किल में,20260315T143000Z,https://hindibusinessstandard.imagibyte.sortdcdn.net/wp-content/uploads/2026/03/SIP.jpg,hindi.business-standard.com,Hindi,India
https://www.diariopopular.com.ar/policiales/estafas-las-carceles-denuncian-50-casos-dia-el-amba-n890770,,Estafas desde las cárceles : denuncian 50 casos por día en el AMBA,20260315T140000Z,https://media.diariopopular.com.ar/p/d92020e85178e096929e9c25190094d5/adjuntos/143/imagenes/008/234/0008234898/1200x675/smart/celulares-chips-y-cargadores-secuestrados-requisas-dentro-carceles-utilizados-realizar-estafas-telefonicas.jpg,diariopopular.com.ar,Spanish,Argentina
https://www.haberts.com/bursada-elektrik-diregine-cikan-kisi-akima-kapildi,https://www.haberts.com/bursada-elektrik-diregine-cikan-kisi-akima-kapildi/amp,Bursada Elektrik Direğine Çıkan Kişi Akıma Kapıldı - Trabzon Haber | Son Dakika Trabzonspor Gelişmeleri ve Yerel Haberler,20260315T154500Z,https://habertscom.teimg.com/crop/1280x720/haberts-com/uploads/2026/03/hirsizlik-icin-ciktigi-elektrik-diregi-sonu-o-19660408-amp.webp,haberts.com,Turkish,Turkey
https://kenh14.vn/gan-20-ten-cuop-ap-vao-tiem-kim-hoan-o-california-trong-70-giay-lay-di-so-trang-suc-tri-gia-17-trieu-usd-215260315205730362.chn,https://m.kenh14.vn/gan-20-ten-cuop-ap-vao-tiem-kim-hoan-o-california-trong-70-giay-lay-di-so-trang-suc-tri-gia-17-trieu-usd-215260315205730362.chn,"Gần 20 tên cướp ập vào tiệm kim hoàn ở California , trong 70 giây lấy đi số trang sức trị giá 1 , 7 triệu USD",20260315T154500Z,,kenh14.vn,Vietnamese,Vietnam
https://www.eluniversal.com.mx/opinion/el-caballito/piquetes-en-el-vive-latino/,,Piquetes en el Vive Latino | El Universal,20260315T143000Z,https://www.eluniversal.com.mx/resizer/v2/I6D53VUKENGO3DDD72MFHE4UXY.jpg?auth=3222ce522773fc25e520dec22aed7aa35d18af7ef1924d9eb9cb74c8b71c6305,eluniversal.com.mx,Spanish,Mexico
https://www.jagonews24.com/law-courts/news/1102329,https://www.jagonews24.com/amp/1102329,ঢাবিতে তোফাজ্জলকে পিটিয়ে হত্যা : আদালত থেকে পালালেন আসামি,20260315T143000Z,https://cdn.jagonews24.com/media/og-image/2026/03/15/og_1773582966_69b6ba7681ced.jpeg,jagonews24.com,Bengali,Bangladesh
https://pnn.ps/news/720682,,مستعمرون يعتدون على مواطن وابنته في قصرة جنوب نابلس,20260315T154500Z,https://media.pnn.ps/arabic/storage/images/news/2026/1773571820-1386104397.jpg,pnn.ps,Arabic,Israel
https://www.lanacion.com.ar/lifestyle/pajarito-suarez-mason-la-intimidad-de-uno-de-los-mas-brutales-jefes-de-la-dictadura-nid15032026/,,"  Pajarito  Suárez Mason , la intimidad de uno de los más brutales jefes de la dictadura",20260315T144500Z,https://resizer.glanacion.com/resizer/v2/el-general-carlos-guillermo-suarez-34G5E7UBBZFQHBTWXXBDHIRL7Y.png?auth=0754843d045ef0cb0da589a632387054524131d7624058c6da77638d867abd9e&quality=85&smart=true,lanacion.com.ar,Spanish,Argentina
https://www.elobservador.com.uy/espana/miradas/europa-condena-trump-pero-necesita-putin-ucrania-corta-gas-ruso-hungria-y-estonia-destrabar-ayuda-n6037447,,Europa condena a Trump pero necesita a Putin : Ucrania corta gas ruso a Hungría y Estonia para destrabar ayuda,20260315T141500Z,https://media.elobservador.com.uy/p/7647c3fd810de9ae70550fd6a5f43130/adjuntos/364/imagenes/100/724/0100724343/1200x675/smart/winner.jpg,elobservador.com.uy,Spanish,Uruguay
https://www.prokerala.com/news/articles/a1739689.html,,CBI arrests Kanpur man who hired cyber fraud  slave for Cambodia - based gangs​,20260315T153000Z,,prokerala.com,English,India
https://kohajone.com/aktualitet/reagon-sali-berisha-pas-podcastit-te-kryeministrit-rama/,,Reagon Sali Berisha pas Podcastit të kryeministrit Rama,20260315T141500Z,https://kohajone.com/wp-content/uploads/2026/03/Screenshot-2026-03-15-142727.png,kohajone.com,Albanian,Albania
https://www.brasil247.com:443/brasil/gleisi-rebate-editorial-da-folha-e-defende-atuacao-do-governo-lula-no-combate-a-corrupcao,,Gleisi rebate editorial da Folha e defende atuao do governo Lula no combate à corrupo,20260315T154500Z,https://cdn.brasil247.com/pb-b247gcp/swp/jtjeq9/media/20260213120216_4ca937df-4f10-4e62-996a-6408d03fe9bc.jpg,brasil247.com,Portuguese,Brazil
https://baotintuc.vn/an-ninh-trat-tu/tam-giu-hinh-su-5-doi-tuong-trong-vu-giat-day-chuyen-o-khu-du-lich-tan-hue-vien-20260315210320730.htm,,Tạm giữ hình sự 5 đối tượng trong vụ giật dây chuyền ở Khu du lịch Tân Huê Viên,20260315T150000Z,https://cdnmedia.baotintuc.vn/Upload/DmtgOUlHWBO5POIHzIwr1A/files/2026/03/15/cuop-15032026-01.jpg,baotintuc.vn,Vietnamese,Vietnam
https://26sep.net/index.php/more/reports/124201-2026-03-15-10-50-16,,سبتمبر نت - الجوف .. استعادة سيارة سُرقت بالإكراه,20260315T141500Z,https://26sep.net/images/2026/03/15/2227_medium.jpg,26sep.net,Arabic,Yemen
https://timesofindia.indiatimes.com/technology/gaming/steam-parent-valve-responds-to-new-yorks-mystery-boxes-gambling-lawsuit-we-dont-believe/articleshow/129590610.cms,https://timesofindia.indiatimes.com/technology/gaming/steam-parent-valve-responds-to-new-yorks-mystery-boxes-gambling-lawsuit-we-dont-believe/amp_articleshow/129590610.cms,Steam parent Valve responds to New York  mystery boxe gambling lawsuit :  We dont believe … ,20260315T150000Z,"https://static.toiimg.com/thumb/msid-129590615,width-1280,height-720,imgsize-65484,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",timesofindia.indiatimes.com,English,India
https://www.midilibre.fr/2026/03/15/wtt-champions-de-chongqing-sacree-masterclass-de-felix-lebrun-en-finale-le-montpellierain-triomphe-en-chine-13273203.php,,"WTT Champions de Chongqing  : sacrée masterclass de Félix Lebrun en finale , le Montpelliérain triomphe en Chine  ! ",20260315T141500Z,https://images.midilibre.fr/api/v1/images/view/69b6a563aa070c76e20869c2/hd/image.jpg?v=1,midilibre.fr,French,France
https://www.blic.rs/zabava/ovo-je-kuca-natase-ninkovic-u-rodnom-trebinju-celo-leto-je-tu/m78e0bw,,Ovo je kuća Nataše Ninković u rodnom Trebinju :  Celo leto je tu  ,20260315T134500Z,https://ocdn.eu/pulscms-transforms/1/nWbktkpTURBXy81ZWFmZDVmMGJiZjM4NTAxZGNhZjdiYmQwYmFmM2YyMi5qcGeRkwXNBLDNAqM,blic.rs,Serbian,Serbia
https://www.lanacion.com.ar/seguridad/palermo-detuvieron-a-una-exparticipante-de-gran-hermano-por-robarle-a-un-turista-estadounidense-con-nid15032026/,,Detuvieron a una exparticipante de Gran Hermano por robarle a un turista estadounidense en Palermo,20260315T144500Z,https://resizer.glanacion.com/resizer/v2/la-exparticipante-de-gh-BMFCQTKQOVGVJCTIYS76ASTYSE.jpg?auth=cbbcc623b716f6fef280fc277913853c7803676c94ed96f82024d4f57eb911f1&quality=85&smart=true,lanacion.com.ar,Spanish,Argentina
https://www.botasot.info/shqiperia/2459598/ceshtja-balluku-eshte-mbyllur-berisha-i-pergjigjet-rames-mbaron-vetem-me-largimin-tend/,,"  shtja Balluku është mbyllur , Berisha i përgjigjet Ramës : Mbaron vetëm me largimin tënd",20260315T134500Z,https://botasot.info/media/botasot.info/images/2026/March/15/auto_Pamja_e_castit_2026-03-15_1420461773580862.png,botasot.info,Albanian,Albania
https://www.ensonhaber.com/kralspor/futbol/kocaelispor-taraftarlari-tffnin-onune-siyah-celenk-birakti,,"Kocaelispor taraftarları , TFFnin önüne siyah çelenk bıraktı",20260315T150000Z,https://imgcdn.ensonhaber.com/media/esh/2026/03/15/69b6bd69821e7487.jpg,ensonhaber.com,Turkish,Turkey
https://ultimosegundo.ig.com.br/mundo/2026-03-15/adolescente-e-preso-por-matar-a-mae-apos-discussao-por-tablet.html,https://ultimosegundo.ig.com.br/mundo/2026-03-15/adolescente-e-preso-por-matar-a-mae-apos-discussao-por-tablet.html.amp,Adolescente é preso por matar a mãe após discussão por tablet,20260315T134500Z,https://i0.statig.com.br/bancodeimagens/2w/46/3q/2w463qak1fhcxxpmhnru50ue7.jpg,ultimosegundo.ig.com.br,Portuguese,Brazil
https://www.firenzepost.it/2026/03/15/firenze-furti-e-rapine-allisolotto-arrestato-ladro-seriale-e-un-51enne-senza-fissa-dimora/,,"Firenze , furti e rapine allIsolotto : arrestato ladro seriale , è un 51enne senza fissa dimora",20260315T154500Z,https://www.firenzepost.it/wp-content/uploads/2024/10/polizia-auto.jpg,firenzepost.it,Italian,Italy
https://www.iha.com.tr/istanbul-haberleri/kocaelispor-taraftarlari-tff-onune-siyah-celenk-birakti-393096670,,"Kocaelispor taraftarları , TFF önüne siyah çelenk bıraktı İhlas Haber Ajansı",20260315T144500Z,https://cdn.iha.com.tr/Contents/images/2026/03/15/20260315aw662736-0.jpg,iha.com.tr,Turkish,Turkey
https://maliactu.net/zelensky-accuse-russie-drones-shahed-iran/,https://maliactu.net/zelensky-accuse-russie-drones-shahed-iran/?amp=1,Conflit Ukrainien | Zelensky Accuse La Russie De Livrer Des Drones Shahed à LIran,20260315T150000Z,https://maliactu.net/wp-content/uploads/2026/03/tmpoep_o_rv.avif,maliactu.net,French,Mali
"https://natemat.pl/645292,twoje-drzwi-zdradzaja-zlodziejom-wszystko-przed-wlamaniem-szukaja-jednego",,Twoje drzwi zdradzają złodziejom wszystko . Przed włamaniem szukają jednego,20260315T141500Z,"https://m.natemat.pl/8543bc824c6689785c0ccf31fdbce292,1920,1080,0,0.webp",natemat.pl,Polish,Poland
https://www.toscanamedianews.it/firenze-furti-a-raffica-nel-supermercato.htm,https://www.toscanamedianews.it/amp/firenze-furti-a-raffica-nel-supermercato.htm,"Furti in serie e minacce , scatta larresto",20260315T141500Z,https://cdn.quinews.net/slir/w1200-h630/images/2/9/29-foto-polizia-cropped-72.jpg,toscanamedianews.it,Italian,Italy
https://www.noticiasdelacalle.com.ar/noticias/2026/03/15/161301-operativos-policiales-en-posadas-cinco-detenidos-y-varios-objetos-recuperados,/amp/noticias/2026/03/15/161301-operativos-policiales-en-posadas-cinco-detenidos-y-varios-objetos-recuperados,Operativos policiales en Posadas : cinco detenidos y varios objetos recuperados,20260315T141500Z,https://noticiasdelacalle-s3.cdn.net.ar/s3i233/2026/03/noticiasdelacalle/images/02/51/10/2511030_694055991ee87f7c4c7e8517d0531194771b3a960a55367fd8cf29815e6a6818/xs.webp?_v=v3-60,noticiasdelacalle.com.ar,Spanish,Argentina
https://www.elperiodico.com/es/sucesos/20260315/atraco-familia-bolanos-cinco-horas-127990596,https://amp.elperiodico.com/es/sucesos/20260315/atraco-familia-bolanos-cinco-horas-127990596,SECUESTROS | Atraco a la familia Bolaños : cinco horas de secuestro y 24 años para resolverlo,20260315T144500Z,https://estaticos-cdn.prensaiberica.es/clip/60004c2d-5ebd-4d94-9d6c-cbe0bfca6e53_16-9-discover-aspect-ratio_default_0_x640y182.jpg,elperiodico.com,Spanish,Spain
https://www.elperiodico.com/es/deportes/20260315/espanyol-cae-escandalo-prolonga-gafe-127991418,https://amp.elperiodico.com/es/deportes/20260315/espanyol-cae-escandalo-prolonga-gafe-127991418,El Espanyol palma con escándalo y prolonga su gafe :  Ya van muchos partidos con cosas extrañas  ,20260315T154500Z,https://estaticos-cdn.prensaiberica.es/clip/418c2bd9-4540-42ec-b1bd-64e74a7481fd_16-9-aspect-ratio_default_1444714.jpg,elperiodico.com,Spanish,Spain
https://www.levante-emv.com/sucesos/2026/03/15/atraco-familia-bolanos-cinco-horas-127990581.html,https://www.levante-emv.com/sucesos/2026/03/15/atraco-familia-bolanos-cinco-horas-127990581.amp.html,SECUESTROS | Atraco a la familia Bolaños : cinco horas de secuestro y 24 años para resolverlo,20260315T154500Z,https://estaticos-cdn.prensaiberica.es/clip/60004c2d-5ebd-4d94-9d6c-cbe0bfca6e53_16-9-discover-aspect-ratio_default_0_x640y182.jpg,levante-emv.com,Spanish,Spain
